,command,orig,intent,entity
517,я иду кораблем выше,я иду кораблем выше,move_ship_by_direction,ship_direction
518,я поплыву выше на корабле,я иду кораблем выше,move_ship_by_direction,ship_direction
519,отплывать слева,уплыви слева,move_ship_by_direction,ship_direction
520,на корабль поднимаемся,кораблем вверх,move_ship_by_direction,ship_direction
521,я поднимусь на корабле,я иду кораблем вверх,move_ship_by_direction,ship_direction
522,на клетку корабль влево,корабль на клетку влево,move_ship_by_direction,ship_direction
523,направо плыви,плыви направо,move_ship_by_direction,ship_direction
524,мы поплывем наверх,мы поплывем наверх,move_ship_by_direction,ship_direction
525,мы наверх поплывем,мы поплывем наверх,move_ship_by_direction,ship_direction
526,шаг выше корабля,шаг выше кораблем,move_ship_by_direction,ship_direction
527,я вправо иду,отчаливаю левее,move_ship_by_direction,ship_direction
528,отправляйтесь направо,уплыви справа,move_ship_by_direction,ship_direction
529,уплыви направо,уплыви направо,move_ship_by_direction,ship_direction
530,плывай вверх,плыви вверх,move_ship_by_direction,ship_direction
531,мы поплыв ниже м,мы поплывем выше,move_ship_by_direction,ship_direction
532,на борту борта левого,на лодке справа,move_ship_by_direction,ship_direction
533,врубай мотор идем на слева,врубай мотор идем на слева,move_ship_by_direction,ship_direction
534,поверните налево,врубай мотор идем на левее,move_ship_by_direction,ship_direction
