,Unnamed: 0,command,orig,intent,entity
493,115,поплывем мы вправо,мы поплывем вправо,move_ship_by_direction,ship_direction
494,116,мотор заводи,врубай мотор идем на назад,move_ship_by_direction,ship_direction
495,117,пойдем давай вниз,врубай мотор идем на ниже,move_ship_by_direction,ship_direction
496,118,поплывем ниже,мы поплывем ниже,move_ship_by_direction,ship_direction
497,119,налево отправляюсь я,отчаливаю вправо,move_ship_by_direction,ship_direction
498,120,я налево плыву,плыву левее,move_ship_by_direction,ship_direction
499,121,шаг верхний корабля,шаг сверху кораблем,move_ship_by_direction,ship_direction
500,122,мы поднимемся наверх,мы поплывем сверху,move_ship_by_direction,ship_direction
501,123,над кораблем двигаюсь я,двигаюсь кораблем выше,move_ship_by_direction,ship_direction
502,124,корабль на клетку справа,корабль на клетку справа,move_ship_by_direction,ship_direction
503,125,я иду вниз,плыву вниз,move_ship_by_direction,ship_direction
504,126,уплывите направо,уплыви направо,move_ship_by_direction,ship_direction
505,127,справа,право направо,move_ship_by_direction,ship_direction
506,128,пожалуйста слышите слева,плыви справа,move_ship_by_direction,ship_direction
507,129,с правого двигаюсь я борта,двигаюсь кораблем правее,move_ship_by_direction,ship_direction
508,130,я поплыву на корабле,я иду кораблем вперед,move_ship_by_direction,ship_direction
509,131,налево корабль поверни,подвинь корабль налево,move_ship_by_direction,ship_direction
510,132,заводи мотор мы спускаемся вниз,врубай мотор идем на вниз,move_ship_by_direction,ship_direction
511,133,назад на корабле,кораблем назад,move_ship_by_direction,ship_direction
512,134,уплывай под земли из под земли,уплыви снизу,move_ship_by_direction,ship_direction
